transaction_id,date,month,product,category,unit_price_rwf,quantity,line_total_rwf,region,client_name,client_type
TXN-02795,2025-10-01,2025-10,Amoxicillin 500mg,Antibiotics,1200,34,40800,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02796,2025-10-01,2025-10,Insulin Glargine Pen,Diabetes Care,9500,6,57000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02797,2025-10-02,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,11,49500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02798,2025-10-02,2025-10,Coartem 20/120mg,Antimalarials,2200,19,41800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02799,2025-10-02,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,14,35000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02800,2025-10-02,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,16,51200,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02801,2025-10-02,2025-10,Amoxicillin 500mg,Antibiotics,1200,32,38400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02802,2025-10-02,2025-10,Paracetamol 500mg,Analgesics & Pain Relief,500,83,41500,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02803,2025-10-02,2025-10,Metronidazole 400mg,Antibiotics,900,48,43200,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02804,2025-10-02,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,21,37800,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02805,2025-10-02,2025-10,Digital Thermometer,Medical Supplies,5800,7,40600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02806,2025-10-03,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,63,37800,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02807,2025-10-03,2025-10,Ibuprofen 400mg,Analgesics & Pain Relief,700,53,37100,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02808,2025-10-03,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,22,33000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02809,2025-10-03,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,22,39600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02810,2025-10-03,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02811,2025-10-03,2025-10,Metronidazole 400mg,Antibiotics,900,42,37800,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02812,2025-10-03,2025-10,Digital Thermometer,Medical Supplies,5800,4,23200,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02813,2025-10-03,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,63,37800,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02814,2025-10-03,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,22,41800,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02815,2025-10-03,2025-10,Metronidazole 400mg,Antibiotics,900,41,36900,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02816,2025-10-03,2025-10,Amoxicillin 500mg,Antibiotics,1200,29,34800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02817,2025-10-04,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,55,33000,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02818,2025-10-04,2025-10,Amoxicillin 500mg,Antibiotics,1200,28,33600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02819,2025-10-04,2025-10,Metformin 500mg,Diabetes Care,1300,24,31200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02820,2025-10-04,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,22,35200,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02821,2025-10-04,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02822,2025-10-04,2025-10,Digital Thermometer,Medical Supplies,5800,4,23200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02823,2025-10-04,2025-10,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,32,35200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02824,2025-10-04,2025-10,Amlodipine 5mg,Antihypertensives,1700,20,34000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02825,2025-10-04,2025-10,Antihistamine Tablets,Cold & Flu,800,45,36000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02826,2025-10-04,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,8,36000,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02827,2025-10-04,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,13,36400,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02828,2025-10-04,2025-10,Losartan 50mg,Antihypertensives,2100,15,31500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02829,2025-10-05,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,18,34200,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02830,2025-10-05,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02831,2025-10-05,2025-10,Amoxicillin 500mg,Antibiotics,1200,31,37200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02832,2025-10-05,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,63,37800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02833,2025-10-05,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,22,33000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02834,2025-10-05,2025-10,Amlodipine 5mg,Antihypertensives,1700,22,37400,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-02835,2025-10-05,2025-10,Cough Syrup 100ml,Cold & Flu,1400,24,33600,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-02836,2025-10-05,2025-10,Metronidazole 400mg,Antibiotics,900,38,34200,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02837,2025-10-05,2025-10,Paracetamol 500mg,Analgesics & Pain Relief,500,72,36000,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02838,2025-10-05,2025-10,Antihistamine Tablets,Cold & Flu,800,46,36800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02839,2025-10-05,2025-10,Ibuprofen 400mg,Analgesics & Pain Relief,700,52,36400,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-02840,2025-10-05,2025-10,Insulin Glargine Pen,Diabetes Care,9500,4,38000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-02841,2025-10-05,2025-10,Cough Syrup 100ml,Cold & Flu,1400,28,39200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02842,2025-10-06,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02843,2025-10-06,2025-10,Insulin Glargine Pen,Diabetes Care,9500,5,47500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02844,2025-10-06,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,22,35200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02845,2025-10-06,2025-10,Amoxicillin 500mg,Antibiotics,1200,28,33600,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02846,2025-10-06,2025-10,Insulin Glargine Pen,Diabetes Care,9500,2,19000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02847,2025-10-06,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,19,30400,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02848,2025-10-06,2025-10,Digital Thermometer,Medical Supplies,5800,4,23200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02849,2025-10-06,2025-10,Insulin Glargine Pen,Diabetes Care,9500,6,57000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02850,2025-10-06,2025-10,Metronidazole 400mg,Antibiotics,900,38,34200,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02851,2025-10-06,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,7,31500,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02852,2025-10-06,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,12,38400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02853,2025-10-06,2025-10,Amoxicillin 500mg,Antibiotics,1200,26,31200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02854,2025-10-07,2025-10,Metformin 500mg,Diabetes Care,1300,24,31200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02855,2025-10-07,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,8,36000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02856,2025-10-07,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,53,31800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02857,2025-10-07,2025-10,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,31,34100,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02858,2025-10-07,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,16,28800,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02859,2025-10-07,2025-10,Amoxicillin 500mg,Antibiotics,1200,28,33600,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02860,2025-10-07,2025-10,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,30,33000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02861,2025-10-07,2025-10,Metformin 500mg,Diabetes Care,1300,23,29900,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02862,2025-10-07,2025-10,Metronidazole 400mg,Antibiotics,900,38,34200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02863,2025-10-07,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,13,41600,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02864,2025-10-07,2025-10,Insulin Glargine Pen,Diabetes Care,9500,4,38000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02865,2025-10-07,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,13,41600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02866,2025-10-07,2025-10,Insulin Glargine Pen,Diabetes Care,9500,1,9500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02867,2025-10-07,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,8,36000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02868,2025-10-08,2025-10,Cough Syrup 100ml,Cold & Flu,1400,23,32200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02869,2025-10-08,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,10,28000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02870,2025-10-08,2025-10,Coartem 20/120mg,Antimalarials,2200,15,33000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02871,2025-10-08,2025-10,Insulin Glargine Pen,Diabetes Care,9500,5,47500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02872,2025-10-08,2025-10,Antihistamine Tablets,Cold & Flu,800,42,33600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02873,2025-10-08,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,10,32000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02874,2025-10-08,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,19,34200,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02875,2025-10-08,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,20,32000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02876,2025-10-08,2025-10,Digital Thermometer,Medical Supplies,5800,7,40600,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02877,2025-10-08,2025-10,Hydrocortisone Cream 15g,Dermatology,2300,14,32200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02878,2025-10-08,2025-10,Amoxicillin 500mg,Antibiotics,1200,27,32400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02879,2025-10-08,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,17,32300,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02880,2025-10-08,2025-10,Coartem 20/120mg,Antimalarials,2200,17,37400,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02881,2025-10-08,2025-10,Ibuprofen 400mg,Analgesics & Pain Relief,700,44,30800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02882,2025-10-09,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02883,2025-10-09,2025-10,Amoxicillin 500mg,Antibiotics,1200,35,42000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02884,2025-10-09,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,26,46800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02885,2025-10-09,2025-10,Coartem 20/120mg,Antimalarials,2200,20,44000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02886,2025-10-09,2025-10,Losartan 50mg,Antihypertensives,2100,22,46200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02887,2025-10-09,2025-10,Losartan 50mg,Antihypertensives,2100,20,42000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02888,2025-10-09,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02889,2025-10-09,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,24,43200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02890,2025-10-09,2025-10,Cough Syrup 100ml,Cold & Flu,1400,31,43400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02891,2025-10-09,2025-10,Cough Syrup 100ml,Cold & Flu,1400,28,39200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02892,2025-10-10,2025-10,Paracetamol 500mg,Analgesics & Pain Relief,500,125,62500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02893,2025-10-10,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,107,64200,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02894,2025-10-10,2025-10,Metronidazole 400mg,Antibiotics,900,71,63900,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02895,2025-10-10,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,34,64600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02896,2025-10-10,2025-10,Insulin Glargine Pen,Diabetes Care,9500,10,95000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02897,2025-10-10,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,21,58800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02898,2025-10-10,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,23,57500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02899,2025-10-11,2025-10,Antihistamine Tablets,Cold & Flu,800,50,40000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02900,2025-10-11,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02901,2025-10-11,2025-10,Cough Syrup 100ml,Cold & Flu,1400,27,37800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02902,2025-10-11,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,27,40500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02903,2025-10-11,2025-10,Insulin Glargine Pen,Diabetes Care,9500,5,47500,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02904,2025-10-11,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,18,34200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02905,2025-10-11,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,14,44800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02906,2025-10-11,2025-10,Losartan 50mg,Antihypertensives,2100,21,44100,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02907,2025-10-11,2025-10,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,33,36300,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02908,2025-10-11,2025-10,Amlodipine 5mg,Antihypertensives,1700,22,37400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02909,2025-10-11,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,64,38400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02910,2025-10-11,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,12,33600,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02911,2025-10-12,2025-10,Cough Syrup 100ml,Cold & Flu,1400,24,33600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02912,2025-10-12,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,10,45000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02913,2025-10-12,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,16,40000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02914,2025-10-12,2025-10,Antihistamine Tablets,Cold & Flu,800,42,33600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02915,2025-10-12,2025-10,Digital Thermometer,Medical Supplies,5800,9,52200,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02916,2025-10-12,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,54,32400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02917,2025-10-12,2025-10,Metformin 500mg,Diabetes Care,1300,24,31200,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02918,2025-10-12,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,23,36800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02919,2025-10-12,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,11,35200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02920,2025-10-12,2025-10,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,28,30800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02921,2025-10-12,2025-10,Paracetamol 500mg,Analgesics & Pain Relief,500,67,33500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02922,2025-10-12,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,13,41600,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02923,2025-10-12,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,16,40000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02924,2025-10-12,2025-10,Ibuprofen 400mg,Analgesics & Pain Relief,700,48,33600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02925,2025-10-13,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,28,50400,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02926,2025-10-13,2025-10,Metformin 500mg,Diabetes Care,1300,42,54600,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02927,2025-10-13,2025-10,Losartan 50mg,Antihypertensives,2100,26,54600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02928,2025-10-13,2025-10,Coartem 20/120mg,Antimalarials,2200,23,50600,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02929,2025-10-13,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,20,50000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02930,2025-10-13,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,21,52500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02931,2025-10-13,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,18,50400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02932,2025-10-14,2025-10,Insulin Glargine Pen,Diabetes Care,9500,6,57000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02933,2025-10-14,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,52,78000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02934,2025-10-14,2025-10,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,23,73600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02935,2025-10-14,2025-10,Vitamin C 1000mg,Vitamins & Supplements,1900,44,83600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02936,2025-10-14,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,53,79500,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-02937,2025-10-14,2025-10,Ciprofloxacin 500mg,Antibiotics,1600,48,76800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02938,2025-10-15,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,59,35400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02939,2025-10-15,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,56,33600,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02940,2025-10-15,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,21,31500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02941,2025-10-15,2025-10,Amoxicillin 500mg,Antibiotics,1200,28,33600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02942,2025-10-15,2025-10,Cough Syrup 100ml,Cold & Flu,1400,27,37800,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02943,2025-10-15,2025-10,Digital Thermometer,Medical Supplies,5800,9,52200,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02944,2025-10-15,2025-10,Losartan 50mg,Antihypertensives,2100,15,31500,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-02945,2025-10-15,2025-10,Amoxicillin 500mg,Antibiotics,1200,27,32400,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02946,2025-10-15,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,14,35000,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-02947,2025-10-15,2025-10,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,15,37500,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-02948,2025-10-15,2025-10,Insulin Glargine Pen,Diabetes Care,9500,6,57000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02949,2025-10-15,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,3,18600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02950,2025-10-15,2025-10,Prenatal Vitamins,Maternal & Child Health,2800,13,36400,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02951,2025-10-15,2025-10,Surgical Gloves (box of 100),Medical Supplies,4500,6,27000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02952,2025-10-16,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02953,2025-10-16,2025-10,Amodiaquine + Artesunate 25mg,Antimalarials,1800,31,55800,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-02954,2025-10-16,2025-10,Coartem 20/120mg,Antimalarials,2200,26,57200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02955,2025-10-16,2025-10,Coartem 20/120mg,Antimalarials,2200,26,57200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02956,2025-10-16,2025-10,Ibuprofen 400mg,Analgesics & Pain Relief,700,71,49700,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-02957,2025-10-16,2025-10,Amlodipine 5mg,Antihypertensives,1700,29,49300,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02958,2025-10-16,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02959,2025-10-16,2025-10,Amoxicillin 500mg,Antibiotics,1200,43,51600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-02960,2025-10-17,2025-10,Amlodipine 5mg,Antihypertensives,1700,18,30600,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02961,2025-10-17,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,20,30000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02962,2025-10-17,2025-10,Paracetamol 500mg,Analgesics & Pain Relief,500,61,30500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02963,2025-10-17,2025-10,Hydrocortisone Cream 15g,Dermatology,2300,13,29900,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-02964,2025-10-17,2025-10,Losartan 50mg,Antihypertensives,2100,13,27300,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02965,2025-10-17,2025-10,Quinine Sulphate 300mg,Antimalarials,1500,22,33000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-02966,2025-10-17,2025-10,Digital Thermometer,Medical Supplies,5800,6,34800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02967,2025-10-17,2025-10,Disposable Syringes (box of 50),Medical Supplies,6200,6,37200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-02968,2025-10-17,2025-10,Metronidazole 400mg,Antibiotics,900,37,33300,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-02969,2025-10-17,2025-10,Oral Rehydration Salts,Maternal & Child Health,600,49,29400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-02970,2025-10-17,2025-10,Losartan 50mg,Antihypertensives,2100,17,35700,Northern Province - Musanze,Kayonza District Hospital,Health Center
